Fragment,Type,Fragment Mass,Glycan
YY-Hex2HexNAc4dHex2-redEnd,YY,1770.925120822,53210
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53210
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53210
Hex5HexNAc3dHex1-B,B,1943.982695279,53210
Y-Hex4HexNAc4dHex1-B,BY,1970.993594316,53210
Y-Hex4HexNAc4dHex1-B,BY,1970.993594316,53210
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53210
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53210
Y-Hex3HexNAc4dHex2-redEnd,Y,1989.04054450799,53210
Y-Hex5HexNAc4-B,BY,2001.004159002,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53210
YY-Hex5HexNAc4-redEnd,YY,2035.04602381599,53210
Hex5HexNAc4dHex1-B,B,2189.109018002,53210
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53210
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53210
YY-Hex3HexNAc5dHex2-redEnd,YY,2220.151217167,53210
Y-Hex5HexNAc4dHex1-redEnd,Y,2223.150882816,53210
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53210
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53210
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53210
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53210
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53210
Y-Hex4HexNAc5dHex2-redEnd,Y,2438.266640853,53210
Y-Hex4HexNAc5dHex2-redEnd,Y,2438.266640853,53210
Y-Hex5HexNAc5dHex1-redEnd,Y,2468.277205539,53210
Y-Hex5HexNAc5dHex1-redEnd,Y,2468.277205539,53210
Hex5HexNAc5dHex2-redEnd,NA,2656.382064539,53210
dHex1-B,B,188.104858999999,53211
Y-Hex1-B,BY,204.099773622,53211
Y-Hex1-B,BY,204.099773622,53211
Hex1-B,B,218.115423685999,53211
Y-HexNAc1-B,BY,245.126322723,53211
Y-HexNAc1-B,BY,245.126322723,53211
HexNAc1-B,B,259.141972787,53211
YY-HexNAc1-redEnd,YY,279.168187537,53211
NeuAc1-B,B,375.189316908999,53211
Y-Hex1HexNAc1-B,BY,449.226096345,53211
Y-Hex1HexNAc1-B,BY,449.226096345,53211
Y-Hex1HexNAc1-B,BY,449.226096345,53211
Hex1HexNAc1-B,B,463.241746409,53211
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53211
YY-HexNAc2-redEnd,YY,524.29451026,53211
Hex1NeuAc1-B,B,579.289090531,53211
Y-Hex2HexNAc1-B,BY,653.325869967,53211
Y-Hex2HexNAc1-B,BY,653.325869967,53211
Y-Hex1HexNAc2-B,BY,694.352419068,53211
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53211
Hex1HexNAc1NeuAc1-B,B,824.415413254,53211
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53211
Hex2HexNAc2-B,B,912.467842754,53211
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53211
Y-Hex3HexNAc2-B,BY,1102.551966312,53211
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53211
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53211
Y-Hex4HexNAc2-B,BY,1306.651739934,53211
Y-Hex3HexNAc3-B,BY,1347.678289035,53211
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53211
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53211
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53211
Y-Hex4HexNAc3-B,BY,1551.778062657,53211
Y-Hex4HexNAc3-B,BY,1551.778062657,53211
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53211
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53211
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53211
YY-Hex2HexNAc4dHex1-redEnd,YY,1596.835911886,53211
YY-Hex3HexNAc4-redEnd,YY,1626.84647657199,53211
Y-Hex4HexNAc2NeuAc1-B,BY,1667.82540677899,53211
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.89382069399,53211
Y-Hex5HexNAc3-B,BY,1755.877836279,53211
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,53211
Y-Hex4HexNAc4-B,BY,1796.90438538,53211
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53211
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53211
Y-Hex3HexNAc4dHex1-redEnd,Y,1814.95133557199,53211
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53211
Y-Hex5HexNAc2NeuAc1-B,BY,1871.92518040099,53211
Y-Hex4HexNAc3NeuAc1-B,BY,1912.95172950199,53211
Y-Hex4HexNAc3NeuAc1-B,BY,1912.95172950199,53211
Y-Hex3HexNAc3NeuAc1dHex1-redEnd,Y,1930.99867969399,53211
Y-Hex5HexNAc4-B,BY,2001.004159002,53211
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53211
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53211
Y-Hex4HexNAc4dHex1-redEnd,Y,2019.051109194,53211
YY-Hex3HexNAc5dHex1-redEnd,YY,2046.062008231,53211
YY-Hex4HexNAc5-redEnd,YY,2076.072572917,53211
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53211
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,53211
Hex5HexNAc3NeuAc1-B,B,2131.067153188,53211
Y-Hex4HexNAc4NeuAc1-B,BY,2158.07805222499,53211
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53211
YY-Hex5HexNAc4dHex1-redEnd,YY,2209.135232752,53211
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53211
Y-Hex4HexNAc5dHex1-redEnd,Y,2264.177431917,53211
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53211
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53211
Hex5HexNAc4NeuAc1-B,B,2376.193475911,53211
Y-Hex4HexNAc4NeuAc1dHex1-redEnd,Y,2380.22477603899,53211
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53211
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53211
Y-Hex5HexNAc5dHex1-redEnd,Y,2468.277205539,53211
Y-Hex5HexNAc4NeuAc1dHex1-redEnd,Y,2584.324549661,53211
Y-Hex4HexNAc5NeuAc1dHex1-redEnd,Y,2625.35109876199,53211
Y-Hex5HexNAc5NeuAc1-redEnd,Y,2655.361663448,53211
Hex5HexNAc5NeuAc1dHex1-redEnd,NA,2843.466522448,53211
dHex1-B,B,188.104858999999,53212
Y-Hex1-B,BY,204.099773622,53212
Y-Hex1-B,BY,204.099773622,53212
Y-HexNAc1-B,BY,245.126322723,53212
Y-HexNAc1-B,BY,245.126322723,53212
HexNAc1-B,B,259.141972787,53212
YY-HexNAc1-redEnd,YY,279.168187537,53212
NeuAc1-B,B,375.189316908999,53212
Y-Hex1HexNAc1-B,BY,449.226096345,53212
Y-Hex1HexNAc1-B,BY,449.226096345,53212
Y-Hex1HexNAc1-B,BY,449.226096345,53212
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53212
YY-HexNAc2-redEnd,YY,524.29451026,53212
Hex1NeuAc1-B,B,579.289090531,53212
Y-Hex2HexNAc1-B,BY,653.325869967,53212
Y-Hex1HexNAc2-B,BY,694.352419068,53212
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53212
Hex1HexNAc1NeuAc1-B,B,824.415413254,53212
Y-Hex2HexNAc2-B,BY,898.45219269,53212
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53212
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,53212
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53212
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53212
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53212
Hex2HexNAc2NeuAc1-B,B,1273.64150959899,53212
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53212
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53212
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53212
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,53212
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53212
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53212
YY-Hex2HexNAc4dHex1-redEnd,YY,1596.835911886,53212
Y-Hex4HexNAc2NeuAc1-B,BY,1667.82540677899,53212
Y-Hex4HexNAc2NeuAc1-B,BY,1667.825406779,53212
Y-Hex3HexNAc3NeuAc1-B,BY,1708.85195587999,53212
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.89382069399,53212
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53212
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53212
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53212
Y-Hex4HexNAc3NeuAc1-B,BY,1912.95172950199,53212
Y-Hex4HexNAc3NeuAc1-B,BY,1912.95172950199,53212
Y-Hex4HexNAc3NeuAc1-B,BY,1912.951729502,53212
Y-Hex4HexNAc3NeuAc1-B,BY,1912.951729502,53212
YY-Hex3HexNAc3NeuAc1dHex1-redEnd,YY,1916.98302963,53212
Y-Hex3HexNAc3NeuAc1dHex1-redEnd,Y,1930.99867969399,53212
YY-Hex3HexNAc4NeuAc1-redEnd,YY,1988.02014341699,53212
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53212
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53212
YY-Hex3HexNAc5dHex1-redEnd,YY,2046.062008231,53212
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53212
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53212
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,53212
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,53212
Y-Hex4HexNAc4NeuAc1-B,BY,2158.07805222499,53212
Y-Hex4HexNAc4NeuAc1-B,BY,2158.07805222499,53212
Y-Hex3HexNAc4NeuAc1dHex1-redEnd,Y,2176.125002417,53212
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53212
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53212
Y-Hex5HexNAc2NeuAc2-B,BY,2233.098847246,53212
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53212
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53212
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53212
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53212
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53212
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53212
Y-Hex4HexNAc4NeuAc1dHex1-redEnd,Y,2380.22477603899,53212
Y-Hex4HexNAc4NeuAc1dHex1-redEnd,Y,2380.22477603899,53212
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53212
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53212
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.26155547499,53212
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53212
Hex5HexNAc3NeuAc2-B,B,2492.24082003299,53212
YY-Hex5HexNAc4NeuAc1dHex1-redEnd,YY,2570.30889959699,53212
YY-Hex5HexNAc4NeuAc1dHex1-redEnd,YY,2570.308899597,53212
Y-Hex4HexNAc5NeuAc1dHex1-redEnd,Y,2625.35109876199,53212
Y-Hex4HexNAc5NeuAc1dHex1-redEnd,Y,2625.35109876199,53212
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53212
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53212
Hex5HexNAc4NeuAc2-B,B,2737.367142756,53212
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53212
Y-Hex5HexNAc5NeuAc1dHex1-redEnd,Y,2829.450872384,53212
Y-Hex5HexNAc5NeuAc1dHex1-redEnd,Y,2829.450872384,53212
Y-Hex5HexNAc4NeuAc2dHex1-redEnd,Y,2945.498216506,53212
Y-Hex5HexNAc5NeuAc2-redEnd,Y,3016.535330293,53212
Hex5HexNAc5NeuAc2dHex1-redEnd,NA,3204.640189293,53212
dHex1-B,B,188.104858999999,53220
Y-Hex1-B,BY,204.099773622,53220
Hex1-B,B,218.115423685999,53220
Y-HexNAc1-B,BY,245.126322723,53220
Y-HexNAc1-B,BY,245.126322723,53220
Y-HexNAc1-B,BY,245.126322723,53220
YY-HexNAc1-redEnd,YY,279.168187537,53220
HexNAc1dHex1-B,B,433.231181722999,53220
Y-Hex1HexNAc1-B,BY,449.226096345,53220
Hex1HexNAc1-B,B,463.241746409,53220
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53220
YY-HexNAc2-redEnd,YY,524.29451026,53220
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,53220
Y-Hex2HexNAc1-B,BY,653.325869967,53220
Hex2HexNAc1-B,B,667.341520031,53220
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53220
Y-Hex3HexNAc1-B,BY,857.425643589,53220
Y-Hex1HexNAc2dHex1-B,BY,868.441628004,53220
Y-Hex2HexNAc2-B,BY,898.45219269,53220
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53220
Hex2HexNAc2dHex1-B,B,1086.55705169,53220
Y-Hex3HexNAc2-B,BY,1102.551966312,53220
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53220
Y-Hex3HexNAc2dHex1-B,BY,1276.641175248,53220
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53220
YY-Hex3HexNAc3-redEnd,YY,1381.720153849,53220
Y-Hex4HexNAc2dHex1-B,BY,1480.74094887,53220
Y-Hex4HexNAc2dHex1-B,BY,1480.74094887,53220
Y-Hex5HexNAc2-B,BY,1510.751513556,53220
Y-Hex3HexNAc3dHex1-B,BY,1521.767497971,53220
YY-Hex2HexNAc3dHex2-redEnd,YY,1525.798798099,53220
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53220
Y-Hex3HexNAc3dHex1-redEnd,Y,1569.825012849,53220
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53220
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53220
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53220
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53220
YY-Hex3HexNAc3dHex2-redEnd,YY,1729.898571721,53220
Y-Hex5HexNAc3-B,BY,1755.877836279,53220
Y-Hex5HexNAc3-B,BY,1755.877836279,53220
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,53220
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,53220
YY-Hex2HexNAc4dHex2-redEnd,YY,1770.925120822,53220
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53220
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53220
Hex5HexNAc3dHex1-B,B,1943.982695279,53220
Y-Hex4HexNAc4dHex1-B,BY,1970.993594316,53220
Y-Hex4HexNAc4dHex1-B,BY,1970.993594316,53220
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53220
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53220
Y-Hex3HexNAc4dHex2-redEnd,Y,1989.04054450799,53220
Y-Hex5HexNAc4-B,BY,2001.004159002,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53220
YY-Hex5HexNAc4-redEnd,YY,2035.04602381599,53220
Hex5HexNAc4dHex1-B,B,2189.109018002,53220
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53220
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53220
YY-Hex3HexNAc5dHex2-redEnd,YY,2220.151217167,53220
Y-Hex5HexNAc4dHex1-redEnd,Y,2223.150882816,53220
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53220
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53220
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53220
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53220
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53220
Y-Hex4HexNAc5dHex2-redEnd,Y,2438.266640853,53220
Y-Hex4HexNAc5dHex2-redEnd,Y,2438.266640853,53220
Y-Hex5HexNAc5dHex1-redEnd,Y,2468.277205539,53220
Y-Hex5HexNAc5dHex1-redEnd,Y,2468.277205539,53220
Hex5HexNAc5dHex2-redEnd,NA,2656.382064539,53220
dHex1-B,B,188.104858999999,53221
Y-Hex1-B,BY,204.099773622,53221
Y-Hex1-B,BY,204.099773622,53221
Hex1-B,B,218.115423685999,53221
Y-HexNAc1-B,BY,245.126322723,53221
Y-HexNAc1-B,BY,245.126322723,53221
Y-HexNAc1-B,BY,245.126322723,53221
YY-HexNAc1-redEnd,YY,279.168187537,53221
NeuAc1-B,B,375.189316908999,53221
HexNAc1dHex1-B,B,433.231181722999,53221
Y-Hex1HexNAc1-B,BY,449.226096345,53221
Y-Hex1HexNAc1-B,BY,449.226096345,53221
Hex1HexNAc1-B,B,463.241746409,53221
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53221
YY-HexNAc2-redEnd,YY,524.29451026,53221
Hex1NeuAc1-B,B,579.289090531,53221
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,53221
Y-Hex2HexNAc1-B,BY,653.325869967,53221
Y-Hex2HexNAc1-B,BY,653.325869967,53221
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53221
Hex1HexNAc1NeuAc1-B,B,824.415413254,53221
Y-Hex1HexNAc2dHex1-B,BY,868.441628004,53221
Y-Hex2HexNAc2-B,BY,898.45219269,53221
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53221
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53221
Hex2HexNAc2dHex1-B,B,1086.55705169,53221
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53221
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53221
Y-Hex3HexNAc2dHex1-B,BY,1276.641175248,53221
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53221
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53221
Y-Hex4HexNAc2dHex1-B,BY,1480.74094887,53221
Y-Hex3HexNAc3dHex1-B,BY,1521.767497971,53221
YY-Hex2HexNAc3dHex2-redEnd,YY,1525.798798099,53221
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53221
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53221
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53221
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53221
YY-Hex3HexNAc3dHex2-redEnd,YY,1729.898571721,53221
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.89382069399,53221
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,53221
YY-Hex2HexNAc4dHex2-redEnd,YY,1770.925120822,53221
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53221
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53221
Y-Hex4HexNAc2NeuAc1dHex1-B,BY,1841.914615715,53221
Y-Hex5HexNAc2NeuAc1-B,BY,1871.92518040099,53221
Y-Hex5HexNAc3dHex1-B,BY,1929.967045215,53221
Y-Hex3HexNAc3NeuAc1dHex1-redEnd,Y,1930.99867969399,53221
Y-Hex4HexNAc4dHex1-B,BY,1970.993594316,53221
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53221
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53221
Y-Hex3HexNAc4dHex2-redEnd,Y,1989.04054450799,53221
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53221
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53221
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53221
Y-Hex4HexNAc3NeuAc1dHex1-B,BY,2087.040938438,53221
Y-Hex4HexNAc3NeuAc1dHex1-B,BY,2087.040938438,53221
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53221
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53221
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,53221
Y-Hex5HexNAc4dHex1-B,BY,2175.093367938,53221
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53221
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53221
YY-Hex5HexNAc4dHex1-redEnd,YY,2209.135232752,53221
YY-Hex3HexNAc5dHex2-redEnd,YY,2220.151217167,53221
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53221
YY-Hex4HexNAc5dHex1-redEnd,YY,2250.161781853,53221
Hex5HexNAc3NeuAc1dHex1-B,B,2305.15636212399,53221
Y-Hex4HexNAc4NeuAc1dHex1-B,BY,2332.167261161,53221
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53221
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53221
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53221
YY-Hex4HexNAc4NeuAc1dHex1-redEnd,YY,2366.209125975,53221
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53221
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53221
Y-Hex4HexNAc5dHex2-redEnd,Y,2438.266640853,53221
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.26155547499,53221
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.261555475,53221
Hex5HexNAc4NeuAc1dHex1-B,B,2550.282684847,53221
Y-Hex4HexNAc4NeuAc1dHex2-redEnd,Y,2554.313984975,53221
Y-Hex5HexNAc4NeuAc1dHex1-redEnd,Y,2584.324549661,53221
YY-Hex4HexNAc5NeuAc1dHex1-redEnd,YY,2611.335448698,53221
YY-Hex4HexNAc5NeuAc1dHex1-redEnd,YY,2611.335448698,53221
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53221
Y-Hex5HexNAc5dHex2-redEnd,Y,2642.366414475,53221
Y-Hex4HexNAc5NeuAc1dHex2-redEnd,Y,2799.440307698,53221
Y-Hex5HexNAc5NeuAc1dHex1-redEnd,Y,2829.450872384,53221
Y-Hex5HexNAc5NeuAc1dHex1-redEnd,Y,2829.450872384,53221
Hex5HexNAc5NeuAc1dHex2-redEnd,NA,3017.555731384,53221
dHex1-B,B,188.104858999999,53230
Y-Hex1-B,BY,204.099773622,53230
Hex1-B,B,218.115423685999,53230
Y-HexNAc1-B,BY,245.126322723,53230
Y-HexNAc1-B,BY,245.126322723,53230
Y-HexNAc1-B,BY,245.126322723,53230
YY-HexNAc1-redEnd,YY,279.168187537,53230
Y-HexNAc1dHex1-B,BY,419.215531658999,53230
HexNAc1dHex1-B,B,433.231181722999,53230
Y-Hex1HexNAc1-B,BY,449.226096345,53230
Hex1HexNAc1-B,B,463.241746409,53230
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53230
YY-HexNAc2-redEnd,YY,524.29451026,53230
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,53230
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,53230
Hex1HexNAc1dHex1-B,B,637.330955345,53230
Y-Hex2HexNAc1-B,BY,653.325869967,53230
Y-Hex2HexNAc1-B,BY,653.325869967,53230
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53230
Hex2HexNAc1dHex1-B,B,841.430728967,53230
Y-Hex1HexNAc2dHex1-B,BY,868.441628004,53230
Y-Hex2HexNAc2-B,BY,898.45219269,53230
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53230
Y-Hex3HexNAc1dHex1-B,BY,1031.514852525,53230
Hex2HexNAc2dHex1-B,B,1086.55705169,53230
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53230
Y-Hex3HexNAc2dHex1-B,BY,1276.64117524799,53230
Y-Hex3HexNAc2dHex1-B,BY,1276.641175248,53230
Y-Hex4HexNAc2dHex1-B,BY,1480.74094887,53230
Y-Hex3HexNAc3dHex1-B,BY,1521.767497971,53230
YY-Hex2HexNAc3dHex2-redEnd,YY,1525.798798099,53230
YY-Hex2HexNAc3dHex2-redEnd,YY,1525.798798099,53230
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.80936278499,53230
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53230
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53230
Y-Hex4HexNAc2dHex2-B,BY,1654.830157806,53230
Y-Hex5HexNAc2dHex1-B,BY,1684.840722492,53230
Y-Hex4HexNAc3dHex1-B,BY,1725.867271593,53230
YY-Hex3HexNAc3dHex2-redEnd,YY,1729.898571721,53230
Y-Hex3HexNAc3dHex2-redEnd,Y,1743.91422178499,53230
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,53230
YY-Hex2HexNAc4dHex2-redEnd,YY,1770.925120822,53230
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53230
YY-Hex3HexNAc4dHex1-redEnd,YY,1800.93568550799,53230
Y-Hex4HexNAc3dHex2-B,BY,1899.956480529,53230
Y-Hex4HexNAc3dHex2-B,BY,1899.956480529,53230
Y-Hex4HexNAc3dHex2-B,BY,1899.956480529,53230
Y-Hex5HexNAc3dHex1-B,BY,1929.96704521499,53230
Y-Hex5HexNAc3dHex1-B,BY,1929.967045215,53230
Y-Hex5HexNAc3dHex1-B,BY,1929.967045215,53230
YY-Hex4HexNAc3dHex2-redEnd,YY,1933.99834534299,53230
YY-Hex3HexNAc4dHex2-redEnd,YY,1975.02489444399,53230
Y-Hex3HexNAc4dHex2-redEnd,Y,1989.04054450799,53230
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53230
YY-Hex4HexNAc4dHex1-redEnd,YY,2005.03545913,53230
Hex5HexNAc3dHex2-B,B,2118.071904215,53230
Y-Hex4HexNAc4dHex2-B,BY,2145.082803252,53230
Y-Hex4HexNAc4dHex2-B,BY,2145.082803252,53230
YY-Hex3HexNAc4dHex3-redEnd,YY,2149.11410338,53230
Y-Hex5HexNAc4dHex1-B,BY,2175.093367938,53230
Y-Hex5HexNAc4dHex1-B,BY,2175.093367938,53230
