Fragment,Type,Fragment Mass,Glycan
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53230
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53230
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53230
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53230
YY-Hex4HexNAc4dHex2-redEnd,YY,2179.124668066,53230
Y-Hex4HexNAc4dHex2-redEnd,Y,2193.14031813,53230
YY-Hex5HexNAc4dHex1-redEnd,YY,2209.135232752,53230
YY-Hex5HexNAc4dHex1-redEnd,YY,2209.135232752,53230
Hex5HexNAc4dHex2-B,B,2363.198226938,53230
Y-Hex4HexNAc4dHex3-redEnd,Y,2367.229527066,53230
YY-Hex3HexNAc5dHex3-redEnd,YY,2394.240426103,53230
Y-Hex5HexNAc4dHex2-redEnd,Y,2397.24009175199,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.25099078899,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53230
YY-Hex4HexNAc5dHex2-redEnd,YY,2424.250990789,53230
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.26155547499,53230
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.261555475,53230
YY-Hex5HexNAc5dHex1-redEnd,YY,2454.261555475,53230
Y-Hex4HexNAc5dHex3-redEnd,Y,2612.355849789,53230
Y-Hex4HexNAc5dHex3-redEnd,Y,2612.355849789,53230
Y-Hex5HexNAc5dHex2-redEnd,Y,2642.366414475,53230
Y-Hex5HexNAc5dHex2-redEnd,Y,2642.366414475,53230
Y-Hex5HexNAc5dHex2-redEnd,Y,2642.366414475,53230
Hex5HexNAc5dHex3-redEnd,NA,2830.471273475,53230
Y-Hex1-B,BY,204.099773622,53300
Hex1-B,B,218.115423685999,53300
Y-HexNAc1-B,BY,245.126322723,53300
Y-HexNAc1-B,BY,245.126322723,53300
Y-HexNAc1-redEnd,Y,293.183837601,53300
Y-Hex1HexNAc1-B,BY,449.226096345,53300
Hex1HexNAc1-B,B,463.241746409,53300
Y-HexNAc2-redEnd,Y,538.310160324,53300
Y-Hex2HexNAc1-B,BY,653.325869967,53300
Hex2HexNAc1-B,B,667.341520031,53300
YY-Hex1HexNAc2-redEnd,YY,728.394283882,53300
Y-Hex3HexNAc1-B,BY,857.425643589,53300
Y-Hex2HexNAc2-B,BY,898.45219269,53300
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,53300
Y-Hex3HexNAc2-B,BY,1102.551966312,53300
Hex3HexNAc2-B,B,1116.567616376,53300
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,53300
Y-Hex4HexNAc2-B,BY,1306.651739934,53300
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53300
Y-Hex3HexNAc3-redEnd,Y,1395.735803913,53300
Y-Hex5HexNAc2-B,BY,1510.751513556,53300
Y-Hex5HexNAc2-B,BY,1510.751513556,53300
Y-Hex4HexNAc3-B,BY,1551.778062657,53300
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,53300
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,53300
YY-Hex3HexNAc4-redEnd,YY,1626.84647657199,53300
Y-Hex5HexNAc3-B,BY,1755.877836279,53300
Y-Hex5HexNAc3-B,BY,1755.877836279,53300
Y-Hex5HexNAc3-B,BY,1755.877836279,53300
Y-Hex5HexNAc3-B,BY,1755.877836279,53300
YY-Hex4HexNAc4-redEnd,YY,1830.94625019399,53300
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53300
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53300
Y-Hex4HexNAc4-redEnd,Y,1844.961900258,53300
Hex6HexNAc3-B,B,1973.993259965,53300
Y-Hex5HexNAc4-B,BY,2001.004159002,53300
Y-Hex5HexNAc4-B,BY,2001.004159002,53300
Y-Hex5HexNAc4-redEnd,Y,2049.06167388,53300
Y-Hex5HexNAc4-redEnd,Y,2049.06167388,53300
YY-Hex4HexNAc5-redEnd,YY,2076.072572917,53300
YY-Hex4HexNAc5-redEnd,YY,2076.072572917,53300
Hex6HexNAc4-B,B,2219.119582688,53300
Y-Hex5HexNAc5-redEnd,Y,2294.187996603,53300
Y-Hex5HexNAc5-redEnd,Y,2294.187996603,53300
Hex6HexNAc5-redEnd,NA,2512.303420289,53300
Y-Hex1-B,BY,204.099773622,53301
Y-Hex1-B,BY,204.099773622,53301
Hex1-B,B,218.115423685999,53301
Y-HexNAc1-B,BY,245.126322723,53301
Y-HexNAc1-B,BY,245.126322723,53301
Y-HexNAc1-redEnd,Y,293.183837601,53301
NeuAc1-B,B,375.189316908999,53301
Y-Hex1HexNAc1-B,BY,449.226096345,53301
Y-Hex1HexNAc1-B,BY,449.226096345,53301
Hex1HexNAc1-B,B,463.241746409,53301
Y-HexNAc2-redEnd,Y,538.310160324,53301
Hex1NeuAc1-B,B,579.289090531,53301
Y-Hex2HexNAc1-B,BY,653.325869967,53301
Y-Hex2HexNAc1-B,BY,653.325869967,53301
YY-Hex1HexNAc2-redEnd,YY,728.394283882,53301
Hex1HexNAc1NeuAc1-B,B,824.415413254,53301
Y-Hex2HexNAc2-B,BY,898.45219269,53301
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,53301
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53301
Hex3HexNAc2-B,B,1116.567616376,53301
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,53301
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53301
Y-Hex4HexNAc2-B,BY,1306.651739934,53301
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53301
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53301
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53301
Y-Hex5HexNAc2-B,BY,1510.751513556,53301
Y-Hex4HexNAc3-B,BY,1551.778062657,53301
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,53301
YY-Hex3HexNAc4-redEnd,YY,1626.84647657199,53301
Y-Hex5HexNAc3-B,BY,1755.877836279,53301
Y-Hex5HexNAc3-B,BY,1755.877836279,53301
Y-Hex3HexNAc3NeuAc1-redEnd,Y,1756.90947075799,53301
YY-Hex4HexNAc4-redEnd,YY,1830.94625019399,53301
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53301
Y-Hex4HexNAc4-redEnd,Y,1844.961900258,53301
Y-Hex5HexNAc2NeuAc1-B,BY,1871.92518040099,53301
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.99359431599,53301
Y-Hex6HexNAc3-B,BY,1959.977609901,53301
Y-Hex5HexNAc4-B,BY,2001.004159002,53301
YY-Hex5HexNAc4-redEnd,YY,2035.04602381599,53301
Y-Hex5HexNAc4-redEnd,Y,2049.06167388,53301
YY-Hex4HexNAc5-redEnd,YY,2076.072572917,53301
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53301
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53301
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53301
Y-Hex6HexNAc4-B,BY,2205.103932624,53301
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53301
Y-Hex5HexNAc5-redEnd,Y,2294.187996603,53301
Hex6HexNAc3NeuAc1-B,B,2335.16692681,53301
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53301
Y-Hex5HexNAc4NeuAc1-redEnd,Y,2410.235340725,53301
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53301
Y-Hex6HexNAc5-redEnd,Y,2498.287770225,53301
Hex6HexNAc4NeuAc1-B,B,2580.293249533,53301
Y-Hex5HexNAc5NeuAc1-redEnd,Y,2655.361663448,53301
Hex6HexNAc5NeuAc1-redEnd,NA,2873.477087134,53301
Y-Hex1-B,BY,204.099773622,53302
Y-Hex1-B,BY,204.099773622,53302
Hex1-B,B,218.115423685999,53302
Y-HexNAc1-B,BY,245.126322723,53302
Y-HexNAc1-B,BY,245.126322723,53302
Y-HexNAc1-redEnd,Y,293.183837601,53302
NeuAc1-B,B,375.189316908999,53302
Y-Hex1HexNAc1-B,BY,449.226096345,53302
Y-Hex1HexNAc1-B,BY,449.226096345,53302
Hex1HexNAc1-B,B,463.241746409,53302
Y-HexNAc2-redEnd,Y,538.310160324,53302
Hex1NeuAc1-B,B,579.289090531,53302
Y-Hex2HexNAc1-B,BY,653.325869967,53302
Y-Hex2HexNAc1-B,BY,653.325869967,53302
YY-Hex1HexNAc2-redEnd,YY,728.394283882,53302
Hex1HexNAc1NeuAc1-B,B,824.415413254,53302
Y-Hex2HexNAc2-B,BY,898.45219269,53302
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,53302
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,53302
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53302
Y-Hex3HexNAc2-B,BY,1102.551966312,53302
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,53302
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53302
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,53302
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53302
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53302
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53302
Hex3HexNAc2NeuAc1-B,B,1477.741283221,53302
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,53302
YY-Hex3HexNAc4-redEnd,YY,1626.84647657199,53302
Y-Hex4HexNAc2NeuAc1-B,BY,1667.825406779,53302
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.893820694,53302
Y-Hex3HexNAc3NeuAc1-redEnd,Y,1756.90947075799,53302
YY-Hex4HexNAc4-redEnd,YY,1830.94625019399,53302
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53302
YY-Hex4HexNAc4-redEnd,YY,1830.946250194,53302
Y-Hex5HexNAc2NeuAc1-B,BY,1871.92518040099,53302
Y-Hex5HexNAc2NeuAc1-B,BY,1871.925180401,53302
Y-Hex4HexNAc3NeuAc1-B,BY,1912.951729502,53302
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.99359431599,53302
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.993594316,53302
YY-Hex3HexNAc4NeuAc1-redEnd,YY,1988.02014341699,53302
YY-Hex5HexNAc4-redEnd,YY,2035.04602381599,53302
YY-Hex5HexNAc4-redEnd,YY,2035.046023816,53302
YY-Hex4HexNAc5-redEnd,YY,2076.072572917,53302
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53302
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53302
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,53302
Y-Hex5HexNAc3NeuAc1-B,BY,2117.051503124,53302
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53302
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53302
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53302
Y-Hex4HexNAc4NeuAc1-redEnd,Y,2206.135567103,53302
Y-Hex5HexNAc2NeuAc2-B,BY,2233.098847246,53302
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53302
YY-Hex5HexNAc5-redEnd,YY,2280.172346539,53302
Y-Hex6HexNAc3NeuAc1-B,BY,2321.151276746,53302
Y-Hex6HexNAc3NeuAc1-B,BY,2321.151276746,53302
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53302
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,53302
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53302
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53302
Y-Hex5HexNAc4NeuAc1-redEnd,Y,2410.235340725,53302
Y-Hex5HexNAc4NeuAc1-redEnd,Y,2410.235340725,53302
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53302
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53302
Y-Hex5HexNAc3NeuAc2-B,BY,2478.22516996899,53302
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53302
YY-Hex6HexNAc5-redEnd,YY,2484.272120161,53302
Y-Hex6HexNAc4NeuAc1-B,BY,2566.277599469,53302
Y-Hex6HexNAc4NeuAc1-B,BY,2566.277599469,53302
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53302
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53302
Y-Hex5HexNAc5NeuAc1-redEnd,Y,2655.361663448,53302
Y-Hex5HexNAc5NeuAc1-redEnd,Y,2655.361663448,53302
Hex6HexNAc3NeuAc2-B,B,2696.340593655,53302
Y-Hex5HexNAc4NeuAc2-B,BY,2723.35149269199,53302
Y-Hex5HexNAc4NeuAc2-redEnd,Y,2771.40900757,53302
Y-Hex6HexNAc5NeuAc1-redEnd,Y,2859.46143707,53302
Y-Hex6HexNAc5NeuAc1-redEnd,Y,2859.46143707,53302
Hex6HexNAc4NeuAc2-B,B,2941.466916378,53302
Y-Hex5HexNAc5NeuAc2-redEnd,Y,3016.535330293,53302
Hex6HexNAc5NeuAc2-redEnd,NA,3234.650753979,53302
Y-Hex1-B,BY,204.099773622,53303
Y-Hex1-B,BY,204.099773622,53303
Y-HexNAc1-B,BY,245.126322723,53303
Y-HexNAc1-B,BY,245.126322723,53303
Y-HexNAc1-redEnd,Y,293.183837601,53303
NeuAc1-B,B,375.189316908999,53303
Y-Hex1HexNAc1-B,BY,449.226096345,53303
Y-Hex1HexNAc1-B,BY,449.226096345,53303
Y-HexNAc2-redEnd,Y,538.310160324,53303
Hex1NeuAc1-B,B,579.289090531,53303
Y-Hex2HexNAc1-B,BY,653.325869967,53303
YY-Hex1HexNAc2-redEnd,YY,728.394283882,53303
Hex1HexNAc1NeuAc1-B,B,824.415413254,53303
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,53303
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,53303
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53303
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,53303
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53303
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,53303
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,53303
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53303
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53303
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,53303
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.893820694,53303
Y-Hex3HexNAc3NeuAc1-redEnd,Y,1756.90947075799,53303
Hex3HexNAc2NeuAc2-B,B,1838.914950066,53303
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.99359431599,53303
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.993594316,53303
YY-Hex3HexNAc4NeuAc1-redEnd,YY,1988.02014341699,53303
YY-Hex3HexNAc4NeuAc1-redEnd,YY,1988.020143417,53303
Y-Hex4HexNAc2NeuAc2-B,BY,2028.999073624,53303
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53303
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53303
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53303
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53303
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53303
Y-Hex5HexNAc2NeuAc2-B,BY,2233.098847246,53303
Y-Hex5HexNAc2NeuAc2-B,BY,2233.098847246,53303
Y-Hex4HexNAc3NeuAc2-B,BY,2274.125396347,53303
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53303
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53303
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53303
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53303
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53303
YY-Hex4HexNAc5NeuAc1-redEnd,YY,2437.246239762,53303
Y-Hex5HexNAc3NeuAc2-B,BY,2478.22516996899,53303
Y-Hex5HexNAc3NeuAc2-B,BY,2478.22516996899,53303
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53303
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53303
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53303
Y-Hex4HexNAc4NeuAc2-redEnd,Y,2567.309233948,53303
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53303
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53303
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53303
YY-Hex5HexNAc5NeuAc1-redEnd,YY,2641.346013384,53303
Y-Hex6HexNAc3NeuAc2-B,BY,2682.32494359099,53303
Y-Hex6HexNAc3NeuAc2-B,BY,2682.32494359099,53303
Y-Hex5HexNAc4NeuAc2-B,BY,2723.35149269199,53303
Y-Hex5HexNAc4NeuAc2-B,BY,2723.35149269199,53303
Y-Hex5HexNAc4NeuAc2-B,BY,2723.351492692,53303
Y-Hex5HexNAc4NeuAc2-redEnd,Y,2771.40900757,53303
Y-Hex5HexNAc4NeuAc2-redEnd,Y,2771.40900757,53303
YY-Hex6HexNAc5NeuAc1-redEnd,YY,2845.445787006,53303
YY-Hex6HexNAc5NeuAc1-redEnd,YY,2845.445787006,53303
Y-Hex6HexNAc4NeuAc2-B,BY,2927.451266314,53303
Y-Hex6HexNAc4NeuAc2-B,BY,2927.451266314,53303
Y-Hex5HexNAc5NeuAc2-redEnd,Y,3016.535330293,53303
Y-Hex5HexNAc5NeuAc2-redEnd,Y,3016.535330293,53303
Y-Hex5HexNAc5NeuAc2-redEnd,Y,3016.535330293,53303
Hex6HexNAc3NeuAc3-B,B,3057.51426049999,53303
Y-Hex6HexNAc5NeuAc2-redEnd,Y,3220.635103915,53303
Y-Hex6HexNAc5NeuAc2-redEnd,Y,3220.635103915,53303
Hex6HexNAc4NeuAc3-B,B,3302.640583223,53303
Hex6HexNAc5NeuAc3-redEnd,NA,3595.824420824,53303
Y-Hex1-B,BY,204.099773622,53304
Y-Hex1-B,BY,204.099773622,53304
Y-HexNAc1-B,BY,245.126322723,53304
Y-HexNAc1-B,BY,245.126322723,53304
Y-HexNAc1-redEnd,Y,293.183837601,53304
NeuAc1-B,B,375.189316908999,53304
NeuAc1-B,B,375.189316908999,53304
Y-Hex1HexNAc1-B,BY,449.226096345,53304
Y-Hex1HexNAc1-B,BY,449.226096345,53304
Y-HexNAc2-redEnd,Y,538.310160324,53304
Hex1NeuAc1-B,B,579.289090531,53304
Y-HexNAc1NeuAc1-B,BY,606.299989568,53304
Y-Hex2HexNAc1-B,BY,653.325869967,53304
YY-Hex1HexNAc2-redEnd,YY,728.394283882,53304
Y-Hex1HexNAc1NeuAc1-B,BY,810.399763189999,53304
Y-Hex1HexNAc1NeuAc1-B,BY,810.39976319,53304
Hex1HexNAc1NeuAc1-B,B,824.415413254,53304
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,53304
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,53304
Hex2HexNAc1NeuAc1-B,B,1028.515186876,53304
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,53304
Hex1HexNAc1NeuAc2-B,B,1185.589080099,53304
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,53304
Y-Hex2HexNAc1NeuAc2-B,BY,1375.673203657,53304
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,53304
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,53304
Y-Hex2HexNAc2NeuAc2-B,BY,1620.79952638,53304
Y-Hex2HexNAc2NeuAc2-B,BY,1620.79952638,53304
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.893820694,53304
Y-Hex3HexNAc3NeuAc1-redEnd,Y,1756.90947075799,53304
Y-Hex3HexNAc2NeuAc2-B,BY,1824.89930000199,53304
Y-Hex3HexNAc2NeuAc2-B,BY,1824.899300002,53304
Y-Hex3HexNAc2NeuAc2-B,BY,1824.899300002,53304
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.99359431599,53304
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.993594316,53304
YY-Hex3HexNAc3NeuAc2-redEnd,YY,2104.067487539,53304
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53304
YY-Hex4HexNAc4NeuAc1-redEnd,YY,2192.119917039,53304
Hex3HexNAc2NeuAc3-B,B,2200.088616911,53304
Y-Hex5HexNAc2NeuAc2-B,BY,2233.098847246,53304
YY-Hex4HexNAc3NeuAc2-redEnd,YY,2308.167261161,53304
YY-Hex3HexNAc4NeuAc2-redEnd,YY,2349.193810262,53304
YY-Hex3HexNAc4NeuAc2-redEnd,YY,2349.193810262,53304
Y-Hex4HexNAc2NeuAc3-B,BY,2390.172740469,53304
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53304
YY-Hex5HexNAc4NeuAc1-redEnd,YY,2396.219690661,53304
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
YY-Hex4HexNAc4NeuAc2-redEnd,YY,2553.293583884,53304
Y-Hex5HexNAc2NeuAc3-B,BY,2594.27251409099,53304
Y-Hex5HexNAc2NeuAc3-B,BY,2594.27251409099,53304
Y-Hex4HexNAc3NeuAc3-B,BY,2635.299063192,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
YY-Hex5HexNAc4NeuAc2-redEnd,YY,2757.393357506,53304
Y-Hex5HexNAc4NeuAc2-redEnd,Y,2771.40900757,53304
YY-Hex4HexNAc5NeuAc2-redEnd,YY,2798.419906607,53304
YY-Hex4HexNAc5NeuAc2-redEnd,YY,2798.419906607,53304
YY-Hex4HexNAc5NeuAc2-redEnd,YY,2798.419906607,53304
Y-Hex5HexNAc3NeuAc3-B,BY,2839.398836814,53304
Y-Hex5HexNAc3NeuAc3-B,BY,2839.398836814,53304
Y-Hex5HexNAc3NeuAc3-B,BY,2839.398836814,53304
Y-Hex5HexNAc3NeuAc3-B,BY,2839.398836814,53304
Y-Hex5HexNAc3NeuAc3-B,BY,2839.398836814,53304
Y-Hex4HexNAc4NeuAc3-redEnd,Y,2928.482900793,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
YY-Hex5HexNAc5NeuAc2-redEnd,YY,3002.519680229,53304
Y-Hex6HexNAc3NeuAc3-B,BY,3043.49861043599,53304
Y-Hex6HexNAc3NeuAc3-B,BY,3043.49861043599,53304
Y-Hex6HexNAc3NeuAc3-B,BY,3043.49861043599,53304
Y-Hex6HexNAc3NeuAc3-B,BY,3043.49861043599,53304
Y-Hex5HexNAc4NeuAc3-B,BY,3084.525159537,53304
Y-Hex5HexNAc4NeuAc3-B,BY,3084.525159537,53304
Y-Hex5HexNAc4NeuAc3-B,BY,3084.525159537,53304
Y-Hex5HexNAc4NeuAc3-redEnd,Y,3132.582674415,53304
Y-Hex5HexNAc4NeuAc3-redEnd,Y,3132.582674415,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
YY-Hex6HexNAc5NeuAc2-redEnd,YY,3206.619453851,53304
Y-Hex6HexNAc4NeuAc3-B,BY,3288.62493315899,53304
Y-Hex6HexNAc4NeuAc3-B,BY,3288.62493315899,53304
Y-Hex6HexNAc4NeuAc3-B,BY,3288.62493315899,53304
Y-Hex6HexNAc4NeuAc3-B,BY,3288.62493315899,53304
Y-Hex5HexNAc5NeuAc3-redEnd,Y,3377.708997138,53304
Y-Hex5HexNAc5NeuAc3-redEnd,Y,3377.708997138,53304
Y-Hex5HexNAc5NeuAc3-redEnd,Y,3377.708997138,53304
Hex6HexNAc3NeuAc4-B,B,3418.68792734499,53304
Y-Hex6HexNAc5NeuAc3-redEnd,Y,3581.80877076,53304
Y-Hex6HexNAc5NeuAc3-redEnd,Y,3581.80877076,53304
Y-Hex6HexNAc5NeuAc3-redEnd,Y,3581.80877076,53304
Y-Hex6HexNAc5NeuAc3-redEnd,Y,3581.80877076,53304
Hex6HexNAc4NeuAc4-B,B,3663.81425006799,53304
Hex6HexNAc5NeuAc4-redEnd,NA,3956.998087669,53304
dHex1-B,B,188.104858999999,53310
Y-Hex1-B,BY,204.099773622,53310
Hex1-B,B,218.115423685999,53310
Y-HexNAc1-B,BY,245.126322723,53310
Y-HexNAc1-B,BY,245.126322723,53310
YY-HexNAc1-redEnd,YY,279.168187537,53310
Y-Hex1HexNAc1-B,BY,449.226096345,53310
Hex1HexNAc1-B,B,463.241746409,53310
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,53310
YY-HexNAc2-redEnd,YY,524.29451026,53310
Y-Hex2HexNAc1-B,BY,653.325869967,53310
Hex2HexNAc1-B,B,667.341520031,53310
Y-HexNAc2dHex1-redEnd,Y,712.39936926,53310
Y-Hex3HexNAc1-B,BY,857.425643589,53310
Y-Hex2HexNAc2-B,BY,898.45219269,53310
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,53310
Y-Hex3HexNAc2-B,BY,1102.551966312,53310
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,53310
Hex3HexNAc2-B,B,1116.567616376,53310
Y-Hex4HexNAc2-B,BY,1306.651739934,53310
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,53310
YY-Hex3HexNAc3-redEnd,YY,1381.720153849,53310
Y-Hex5HexNAc2-B,BY,1510.751513556,53310
Y-Hex5HexNAc2-B,BY,1510.751513556,53310
Y-Hex4HexNAc3-B,BY,1551.778062657,53310
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,53310
